Sistemas = 000060000
Spikes 	 Durations 
3.0 	3.0 
309.0 	43.0 
4033.0 	327.0 
123.0 	31.0 
52.0 	17.0 
6.0 	5.0 
44.0 	13.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
2166.0 	226.0 
64.0 	20.0 
2.0 	2.0 
1.0 	1.0 
4.0 	4.0 
1.0 	1.0 
12.0 	7.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
10.0 	7.0 
35.0 	15.0 
3.0 	3.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
76.0 	22.0 
15667.0 	702.0 
2.0 	2.0 
7.0 	6.0 
1.0 	1.0 
21828.0 	901.0 
92.0 	29.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
26.0 	10.0 
1440.0 	143.0 
96.0 	32.0 
18.0 	7.0 
3468.0 	369.0 
11.0 	8.0 
14.0 	6.0 
23.0 	17.0 
1.0 	1.0 
3.0 	2.0 
35.0 	16.0 
53276.0 	2146.0 
1.0 	1.0 
4.0 	2.0 
12.0 	6.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
13.0 	7.0 
4.0 	4.0 
145.0 	37.0 
14.0 	8.0 
23.0 	11.0 
1.0 	1.0 
6.0 	4.0 
1.0 	1.0 
38.0 	11.0 
8.0 	5.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
27.0 	10.0 
5.0 	3.0 
3.0 	3.0 
26.0 	11.0 
1838.0 	182.0 
36.0 	11.0 
599.0 	74.0 
2.0 	2.0 
2.0 	2.0 
1.0 	1.0 
52.0 	12.0 
2.0 	2.0 
11696.0 	599.0 
6.0 	3.0 
23.0 	13.0 
1.0 	1.0 
153.0 	51.0 
113.0 	26.0 
8.0 	5.0 
1.0 	1.0 
104.0 	27.0 
14.0 	9.0 
10.0 	8.0 
185.0 	36.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
3.0 	3.0 
1.0 	1.0 
218.0 	34.0 
1.0 	1.0 
1.0 	1.0 
13.0 	10.0 
4.0 	4.0 
906.0 	105.0 
1.0 	1.0 
1.0 	1.0 
530.0 	52.0 
14.0 	9.0 
420.0 	55.0 
2.0 	2.0 
3.0 	2.0 
573.0 	90.0 
1.0 	1.0 
21.0 	9.0 
9.0 	6.0 
1.0 	1.0 
24.0 	12.0 
8.0 	4.0 
1.0 	1.0 
15.0 	10.0 
3.0 	2.0 
10.0 	8.0 
1.0 	1.0 
5.0 	4.0 
2.0 	2.0 
6.0 	5.0 
1.0 	1.0 
1.0 	1.0 
739.0 	75.0 
518.0 	124.0 
28.0 	14.0 
12018.0 	498.0 
2265.0 	154.0 
6.0 	4.0 
27.0 	9.0 
26.0 	11.0 
1.0 	1.0 
1.0 	1.0 
310.0 	52.0 
1.0 	1.0 
1.0 	1.0 
13.0 	9.0 
2.0 	2.0 
612.0 	124.0 
4378.0 	322.0 
1.0 	1.0 
7.0 	4.0 
2.0 	2.0 
23.0 	16.0 
8.0 	5.0 
6.0 	5.0 
5.0 	3.0 
26.0 	12.0 
2580.0 	189.0 
1.0 	1.0 
118.0 	37.0 
12.0 	6.0 
15.0 	6.0 
8.0 	6.0 
4.0 	3.0 
298.0 	42.0 
424.0 	84.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
4.0 	3.0 
12.0 	9.0 
7.0 	3.0 
17.0 	11.0 
5.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
7.0 	6.0 
3.0 	3.0 
106.0 	34.0 
7.0 	7.0 
10.0 	6.0 
9.0 	6.0 
1.0 	1.0 
9193.0 	484.0 
1.0 	1.0 
1.0 	1.0 
33.0 	23.0 
5.0 	4.0 
2.0 	2.0 
1.0 	1.0 
14.0 	6.0 
10.0 	9.0 
25.0 	14.0 
48.0 	13.0 
7.0 	3.0 
3.0 	2.0 
5.0 	5.0 
121.0 	27.0 
118.0 	23.0 
11.0 	5.0 
5.0 	3.0 
29.0 	11.0 
94.0 	36.0 
4.0 	4.0 
467.0 	45.0 
1.0 	1.0 
1.0 	1.0 
8.0 	4.0 
2.0 	2.0 
4782.0 	342.0 
6.0 	5.0 
171.0 	38.0 
2.0 	2.0 
5.0 	4.0 
1.0 	1.0 
921.0 	112.0 
4.0 	3.0 
1.0 	1.0 
27.0 	10.0 
9.0 	5.0 
3.0 	3.0 
5.0 	3.0 
64.0 	26.0 
1.0 	1.0 
2.0 	2.0 
23.0 	9.0 
249.0 	59.0 
11.0 	7.0 
20.0 	13.0 
309.0 	52.0 
43.0 	11.0 
1.0 	1.0 
9.0 	6.0 
13.0 	7.0 
1.0 	1.0 
