Sistemas = 000060000
Spikes 	 Durations 
1.0 	1.0 
1.0 	1.0 
374.0 	73.0 
6.0 	5.0 
1.0 	1.0 
28.0 	8.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
4.0 	4.0 
6.0 	4.0 
331.0 	44.0 
1.0 	1.0 
8.0 	5.0 
1.0 	1.0 
1.0 	1.0 
4.0 	4.0 
2093.0 	169.0 
1.0 	1.0 
190.0 	27.0 
1.0 	1.0 
10.0 	7.0 
8.0 	5.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
27.0 	12.0 
11.0 	7.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
32.0 	13.0 
60.0 	20.0 
7.0 	5.0 
7.0 	6.0 
15.0 	8.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
6.0 	5.0 
6149.0 	455.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
11.0 	7.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
274.0 	50.0 
1.0 	1.0 
1.0 	1.0 
1519.0 	169.0 
4.0 	3.0 
1.0 	1.0 
48.0 	14.0 
56.0 	18.0 
8.0 	4.0 
12.0 	8.0 
972.0 	139.0 
108.0 	21.0 
199.0 	38.0 
13.0 	8.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
922.0 	106.0 
1.0 	1.0 
267.0 	46.0 
517.0 	87.0 
203.0 	49.0 
1.0 	1.0 
4.0 	4.0 
1.0 	1.0 
1.0 	1.0 
6.0 	3.0 
234.0 	48.0 
155.0 	41.0 
5.0 	3.0 
1.0 	1.0 
12.0 	6.0 
8.0 	5.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
2.0 	2.0 
57.0 	17.0 
2.0 	2.0 
3.0 	3.0 
1.0 	1.0 
1427.0 	235.0 
2713.0 	314.0 
1.0 	1.0 
2.0 	2.0 
20.0 	7.0 
1.0 	1.0 
1.0 	1.0 
1603.0 	128.0 
2.0 	2.0 
5.0 	3.0 
1.0 	1.0 
526.0 	61.0 
1.0 	1.0 
1.0 	1.0 
232.0 	45.0 
12.0 	7.0 
121.0 	38.0 
4.0 	3.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1713.0 	144.0 
14.0 	7.0 
38.0 	15.0 
23.0 	12.0 
74.0 	19.0 
1.0 	1.0 
5327.0 	441.0 
25.0 	8.0 
2.0 	2.0 
12.0 	6.0 
92948.0 	1901.0 
22.0 	10.0 
177.0 	42.0 
1.0 	1.0 
101.0 	39.0 
3.0 	3.0 
27.0 	11.0 
1.0 	1.0 
550.0 	84.0 
1.0 	1.0 
70.0 	19.0 
1.0 	1.0 
1.0 	1.0 
828.0 	68.0 
5.0 	4.0 
1.0 	1.0 
557.0 	68.0 
1.0 	1.0 
5.0 	3.0 
3.0 	2.0 
4.0 	3.0 
3.0 	3.0 
3766.0 	242.0 
21.0 	10.0 
31.0 	13.0 
3.0 	2.0 
2.0 	2.0 
1.0 	1.0 
46.0 	13.0 
6.0 	5.0 
742.0 	77.0 
2.0 	2.0 
6.0 	5.0 
1.0 	1.0 
1570.0 	162.0 
2.0 	2.0 
526.0 	112.0 
1.0 	1.0 
111.0 	18.0 
15.0 	8.0 
2.0 	2.0 
8.0 	7.0 
10.0 	8.0 
1.0 	1.0 
1.0 	1.0 
533.0 	80.0 
