Sistemas = 000100000
Spikes 	 Durations 
19.0 	10.0 
48.0 	11.0 
2.0 	2.0 
1.0 	1.0 
15.0 	9.0 
39.0 	15.0 
7.0 	5.0 
2.0 	2.0 
320.0 	63.0 
2.0 	2.0 
1.0 	1.0 
13.0 	7.0 
1.0 	1.0 
1.0 	1.0 
107.0 	38.0 
57.0 	12.0 
2.0 	2.0 
5.0 	5.0 
11.0 	7.0 
2.0 	2.0 
34.0 	13.0 
20.0 	8.0 
3.0 	3.0 
1.0 	1.0 
51.0 	21.0 
2.0 	2.0 
2.0 	2.0 
1.0 	1.0 
14.0 	9.0 
14.0 	7.0 
30.0 	16.0 
3.0 	3.0 
1.0 	1.0 
5.0 	3.0 
1.0 	1.0 
5.0 	4.0 
1.0 	1.0 
56.0 	25.0 
2.0 	2.0 
33.0 	19.0 
2.0 	2.0 
1.0 	1.0 
11.0 	4.0 
5.0 	4.0 
3.0 	3.0 
1.0 	1.0 
2.0 	2.0 
196.0 	41.0 
148.0 	42.0 
6.0 	5.0 
2.0 	2.0 
1.0 	1.0 
4.0 	4.0 
3.0 	3.0 
2.0 	2.0 
4.0 	4.0 
1.0 	1.0 
12.0 	6.0 
3.0 	3.0 
1.0 	1.0 
3.0 	2.0 
226.0 	45.0 
1.0 	1.0 
29.0 	12.0 
3.0 	3.0 
12.0 	7.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
7.0 	3.0 
1.0 	1.0 
10.0 	8.0 
1.0 	1.0 
1.0 	1.0 
16.0 	5.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
6.0 	5.0 
13.0 	6.0 
1.0 	1.0 
10.0 	6.0 
7.0 	6.0 
78.0 	28.0 
2.0 	2.0 
3.0 	3.0 
7.0 	4.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
11.0 	7.0 
2.0 	2.0 
4.0 	3.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
60.0 	28.0 
7.0 	4.0 
10.0 	6.0 
6.0 	4.0 
1.0 	1.0 
1.0 	1.0 
6.0 	4.0 
1.0 	1.0 
182.0 	39.0 
4.0 	4.0 
3.0 	3.0 
1.0 	1.0 
6.0 	6.0 
39.0 	22.0 
28.0 	16.0 
22.0 	8.0 
1.0 	1.0 
4.0 	3.0 
78.0 	30.0 
12.0 	7.0 
1.0 	1.0 
82.0 	26.0 
1.0 	1.0 
2.0 	2.0 
12.0 	7.0 
7.0 	5.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
6.0 	4.0 
1.0 	1.0 
2.0 	2.0 
28.0 	12.0 
11.0 	7.0 
40.0 	16.0 
6.0 	4.0 
2.0 	2.0 
6.0 	5.0 
3.0 	3.0 
16.0 	8.0 
31.0 	15.0 
3.0 	3.0 
2.0 	2.0 
