Sistemas = 000060000
Spikes 	 Durations 
119.0 	38.0 
63.0 	22.0 
6.0 	4.0 
8.0 	6.0 
9.0 	6.0 
45.0 	23.0 
1.0 	1.0 
2.0 	2.0 
4.0 	4.0 
290.0 	41.0 
1.0 	1.0 
22.0 	13.0 
11.0 	8.0 
1.0 	1.0 
203.0 	56.0 
1.0 	1.0 
13.0 	5.0 
45.0 	17.0 
340.0 	61.0 
5.0 	4.0 
767.0 	129.0 
160.0 	27.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
9.0 	5.0 
1.0 	1.0 
4.0 	3.0 
1366.0 	187.0 
5.0 	3.0 
297.0 	51.0 
81.0 	25.0 
68.0 	17.0 
1.0 	1.0 
2.0 	2.0 
444.0 	91.0 
6043.0 	448.0 
18.0 	9.0 
2.0 	2.0 
2.0 	2.0 
2.0 	2.0 
59.0 	20.0 
1.0 	1.0 
14.0 	7.0 
23606.0 	1018.0 
8.0 	5.0 
2.0 	2.0 
27.0 	12.0 
1.0 	1.0 
1.0 	1.0 
8.0 	5.0 
116.0 	31.0 
2.0 	2.0 
2.0 	2.0 
1142.0 	147.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
10.0 	7.0 
2.0 	2.0 
3.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
6.0 	5.0 
2.0 	2.0 
1556.0 	145.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
50.0 	21.0 
415.0 	79.0 
3.0 	3.0 
16.0 	10.0 
39.0 	19.0 
2.0 	2.0 
425.0 	49.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
29.0 	14.0 
13.0 	5.0 
1.0 	1.0 
1.0 	1.0 
41.0 	16.0 
130.0 	43.0 
193.0 	24.0 
4.0 	4.0 
228.0 	49.0 
1.0 	1.0 
5.0 	4.0 
1.0 	1.0 
4.0 	2.0 
16.0 	9.0 
19.0 	11.0 
137.0 	34.0 
69.0 	30.0 
2.0 	2.0 
1.0 	1.0 
6.0 	4.0 
245.0 	58.0 
11.0 	6.0 
28.0 	9.0 
1.0 	1.0 
3.0 	2.0 
2481.0 	202.0 
23.0 	8.0 
1.0 	1.0 
1.0 	1.0 
32.0 	10.0 
14.0 	8.0 
2488.0 	201.0 
26.0 	12.0 
7.0 	4.0 
11.0 	8.0 
165.0 	39.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
2198.0 	135.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
42.0 	20.0 
877.0 	89.0 
190.0 	38.0 
124.0 	39.0 
47.0 	15.0 
1.0 	1.0 
2.0 	2.0 
239.0 	39.0 
1.0 	1.0 
6.0 	4.0 
2.0 	2.0 
1.0 	1.0 
17.0 	12.0 
11.0 	6.0 
1.0 	1.0 
