Sistemas = 000060000
Spikes 	 Durations 
50.0 	16.0 
1.0 	1.0 
3.0 	2.0 
4.0 	3.0 
19.0 	12.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
7.0 	5.0 
1.0 	1.0 
1.0 	1.0 
6.0 	4.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
305.0 	67.0 
4.0 	3.0 
500640.0 	5319.0 
165.0 	30.0 
1026.0 	125.0 
4.0 	3.0 
1.0 	1.0 
3.0 	3.0 
426.0 	79.0 
640.0 	140.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
16.0 	8.0 
5.0 	3.0 
4555.0 	230.0 
1032.0 	114.0 
351.0 	63.0 
3.0 	3.0 
150.0 	41.0 
27.0 	14.0 
1865.0 	129.0 
1.0 	1.0 
9.0 	5.0 
1.0 	1.0 
97422.0 	1621.0 
1.0 	1.0 
2725.0 	179.0 
1.0 	1.0 
1.0 	1.0 
780.0 	119.0 
2.0 	2.0 
188.0 	42.0 
3.0 	3.0 
2.0 	2.0 
7.0 	4.0 
626.0 	72.0 
257.0 	56.0 
1574409.0 	15423.0 
560.0 	82.0 
22.0 	7.0 
22.0 	9.0 
1.0 	1.0 
1025.0 	101.0 
715.0 	85.0 
101845.0 	2737.0 
887.0 	113.0 
749.0 	100.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3051.0 	251.0 
12.0 	7.0 
5.0 	4.0 
2.0 	2.0 
1030.0 	114.0 
1.0 	1.0 
22.0 	12.0 
700805.0 	13834.0 
1.0 	1.0 
2.0 	2.0 
9.0 	5.0 
339890.0 	5294.0 
24.0 	10.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
10.0 	6.0 
9.0 	5.0 
2989.0 	289.0 
3.0 	3.0 
65.0 	15.0 
20.0 	9.0 
12.0 	9.0 
16.0 	6.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
2.0 	2.0 
32.0 	13.0 
1.0 	1.0 
386.0 	55.0 
3.0 	2.0 
134.0 	29.0 
8938.0 	388.0 
1.0 	1.0 
11.0 	6.0 
5.0 	4.0 
1.0 	1.0 
18718.0 	599.0 
1.0 	1.0 
5.0 	3.0 
2.0 	2.0 
917.0 	89.0 
2432557.0 	50844.0 
45.0 	15.0 
6.0 	4.0 
4.0 	3.0 
18692.0 	684.0 
42.0 	16.0 
45.0 	16.0 
6.0 	4.0 
457.0 	97.0 
3.0 	3.0 
109.0 	35.0 
7.0 	6.0 
61.0 	18.0 
2.0 	2.0 
1.0 	1.0 
5.0 	2.0 
483.0 	66.0 
109.0 	32.0 
411.0 	79.0 
8.0 	3.0 
125.0 	23.0 
4.0 	4.0 
3.0 	2.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
174.0 	38.0 
53.0 	18.0 
205.0 	43.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
3.0 	3.0 
1.0 	1.0 
3.0 	2.0 
1.0 	1.0 
9.0 	4.0 
12.0 	7.0 
1.0 	1.0 
7.0 	4.0 
40.0 	14.0 
47012.0 	1559.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
237.0 	46.0 
4.0 	4.0 
15.0 	7.0 
2.0 	2.0 
1.0 	1.0 
4.0 	3.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
12.0 	8.0 
328.0 	82.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
2.0 	2.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
1.0 	1.0 
76.0 	24.0 
4.0 	3.0 
1315546.0 	14936.0 
1.0 	1.0 
3680.0 	294.0 
108.0 	31.0 
1.0 	1.0 
19.0 	9.0 
306.0 	47.0 
43.0 	13.0 
2.0 	2.0 
2.0 	2.0 
6.0 	5.0 
543.0 	57.0 
3.0 	2.0 
156280.0 	4316.0 
2.0 	2.0 
2.0 	2.0 
250.0 	47.0 
1.0 	1.0 
130.0 	44.0 
309.0 	42.0 
3.0 	3.0 
3.0 	3.0 
4.0 	4.0 
10.0 	8.0 
2032.0 	194.0 
1013.0 	72.0 
13.0 	7.0 
358704.0 	5537.0 
141.0 	26.0 
31.0 	16.0 
2.0 	2.0 
42.0 	14.0 
9.0 	6.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
233.0 	56.0 
5.0 	4.0 
2.0 	2.0 
42.0 	13.0 
351518.0 	5850.0 
1.0 	1.0 
44.0 	23.0 
19.0 	9.0 
1.0 	1.0 
3.0 	3.0 
3.0 	2.0 
87284.0 	2376.0 
1.0 	1.0 
2641.0 	350.0 
6.0 	4.0 
2.0 	2.0 
3.0 	3.0 
1.0 	1.0 
13453.0 	659.0 
3.0 	3.0 
