Sistemas = 000060000
Spikes 	 Durations 
19.0 	8.0 
1.0 	1.0 
2.0 	2.0 
10.0 	6.0 
34.0 	14.0 
2.0 	2.0 
15.0 	8.0 
13.0 	9.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
48.0 	19.0 
1560.0 	137.0 
1.0 	1.0 
626453.0 	16761.0 
261.0 	36.0 
99.0 	28.0 
17804.0 	526.0 
3489.0 	162.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
7.0 	6.0 
290.0 	47.0 
1.0 	1.0 
48.0 	19.0 
32.0 	13.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
36.0 	17.0 
941.0 	143.0 
14.0 	8.0 
3737867.0 	29909.0 
1.0 	1.0 
1.0 	1.0 
23.0 	11.0 
5081.0 	281.0 
6.0 	5.0 
2.0 	2.0 
12.0 	6.0 
4.0 	4.0 
1.0 	1.0 
2160.0 	176.0 
3244361.0 	36374.0 
4.0 	4.0 
16.0 	7.0 
1.0 	1.0 
22.0 	8.0 
433477.0 	8023.0 
4.0 	3.0 
54209.0 	899.0 
9.0 	6.0 
1.0 	1.0 
4.0 	4.0 
6.0 	6.0 
3.0 	3.0 
1.0 	1.0 
2.0 	2.0 
21.0 	10.0 
408.0 	71.0 
4.0 	3.0 
11.0 	6.0 
1.0 	1.0 
1.0 	1.0 
21.0 	8.0 
2.0 	2.0 
2.0 	2.0 
3.0 	3.0 
13.0 	9.0 
4.0 	4.0 
922.0 	94.0 
2.0 	2.0 
5811.0 	372.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
8.0 	7.0 
13.0 	9.0 
2.0 	2.0 
2.0 	2.0 
112.0 	26.0 
1941630.0 	18786.0 
37.0 	16.0 
6.0 	4.0 
711.0 	119.0 
782.0 	105.0 
4.0 	4.0 
13.0 	11.0 
80.0 	24.0 
682.0 	75.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
1364838.0 	13889.0 
6.0 	4.0 
2.0 	2.0 
2.0 	2.0 
3.0 	3.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
7382.0 	470.0 
20.0 	13.0 
1.0 	1.0 
4.0 	4.0 
1.0 	1.0 
1.0 	1.0 
12.0 	7.0 
135.0 	25.0 
121694.0 	2530.0 
11.0 	5.0 
2.0 	2.0 
6118.0 	291.0 
1.0 	1.0 
171.0 	36.0 
1.0 	1.0 
1.0 	1.0 
5.0 	5.0 
5.0 	3.0 
2503.0 	216.0 
5478.0 	314.0 
1.0 	1.0 
4.0 	4.0 
1618.0 	106.0 
6.0 	4.0 
2.0 	2.0 
3.0 	3.0 
62.0 	21.0 
22.0 	14.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
2750.0 	215.0 
198.0 	64.0 
1.0 	1.0 
9.0 	6.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
34.0 	9.0 
1.0 	1.0 
811.0 	98.0 
177.0 	27.0 
1.0 	1.0 
83.0 	25.0 
192.0 	51.0 
201.0 	34.0 
240.0 	48.0 
1.0 	1.0 
489.0 	88.0 
1.0 	1.0 
1.0 	1.0 
8.0 	5.0 
13.0 	7.0 
408.0 	35.0 
1.0 	1.0 
196.0 	60.0 
26.0 	14.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
416.0 	79.0 
25.0 	9.0 
1.0 	1.0 
2.0 	2.0 
7.0 	5.0 
188.0 	42.0 
7.0 	4.0 
3.0 	2.0 
5.0 	3.0 
11.0 	7.0 
1.0 	1.0 
1.0 	1.0 
9.0 	6.0 
2.0 	2.0 
1.0 	1.0 
6.0 	4.0 
2.0 	2.0 
18.0 	11.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
1997.0 	172.0 
232.0 	43.0 
933.0 	87.0 
1160.0 	129.0 
1.0 	1.0 
2.0 	2.0 
12.0 	6.0 
6.0 	4.0 
50.0 	23.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
6.0 	5.0 
11.0 	8.0 
3543860.0 	29815.0 
1.0 	1.0 
9.0 	6.0 
31.0 	16.0 
80.0 	26.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
66.0 	23.0 
3257511.0 	32544.0 
8.0 	6.0 
1.0 	1.0 
92.0 	21.0 
1.0 	1.0 
8.0 	4.0 
2.0 	2.0 
1.0 	1.0 
2353.0 	122.0 
120124.0 	2732.0 
29.0 	14.0 
6.0 	3.0 
1.0 	1.0 
12.0 	6.0 
9.0 	5.0 
46.0 	16.0 
2.0 	2.0 
178.0 	31.0 
1.0 	1.0 
22.0 	11.0 
1.0 	1.0 
1.0 	1.0 
1997.0 	209.0 
244923.0 	5740.0 
2.0 	2.0 
1.0 	1.0 
17.0 	7.0 
4.0 	4.0 
16408.0 	855.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
44774.0 	1147.0 
1.0 	1.0 
6.0 	5.0 
24.0 	10.0 
79281.0 	2107.0 
5.0 	5.0 
2.0 	2.0 
1.0 	1.0 
96.0 	30.0 
1.0 	1.0 
279.0 	45.0 
23.0 	11.0 
1.0 	1.0 
2443.0 	201.0 
161.0 	57.0 
10.0 	7.0 
1.0 	1.0 
229.0 	42.0 
20.0 	9.0 
1.0 	1.0 
7.0 	6.0 
525.0 	78.0 
1.0 	1.0 
4.0 	4.0 
2.0 	2.0 
1.0 	1.0 
377.0 	43.0 
4.0 	3.0 
1.0 	1.0 
454.0 	71.0 
46487.0 	1413.0 
152559.0 	4621.0 
436.0 	69.0 
1.0 	1.0 
1577.0 	176.0 
13338.0 	1044.0 
86.0 	40.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
21.0 	8.0 
174.0 	30.0 
1.0 	1.0 
6.0 	4.0 
153.0 	29.0 
11863.0 	744.0 
5.0 	5.0 
1.0 	1.0 
120.0 	29.0 
1.0 	1.0 
3077.0 	292.0 
79055.0 	2032.0 
4.0 	4.0 
3.0 	3.0 
5.0 	5.0 
141731.0 	3309.0 
260.0 	78.0 
2.0 	2.0 
4.0 	3.0 
2.0 	2.0 
9.0 	7.0 
59377.0 	2936.0 
2.0 	2.0 
88.0 	27.0 
1.0 	1.0 
1.0 	1.0 
8.0 	6.0 
155313.0 	3579.0 
1915.0 	179.0 
113.0 	36.0 
712.0 	94.0 
12.0 	7.0 
7.0 	3.0 
3.0 	2.0 
152.0 	32.0 
2.0 	2.0 
25.0 	11.0 
1.0 	1.0 
62.0 	25.0 
41.0 	19.0 
23.0 	13.0 
1.0 	1.0 
7.0 	5.0 
1.0 	1.0 
50.0 	31.0 
2.0 	2.0 
167326.0 	3115.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
2.0 	2.0 
255.0 	52.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1439.0 	98.0 
171.0 	41.0 
116.0 	30.0 
37.0 	15.0 
3.0 	3.0 
620.0 	59.0 
5.0 	4.0 
1.0 	1.0 
66.0 	14.0 
27.0 	17.0 
1.0 	1.0 
1.0 	1.0 
260.0 	42.0 
334.0 	72.0 
4.0 	4.0 
1.0 	1.0 
296.0 	31.0 
47.0 	20.0 
4.0 	3.0 
6068.0 	511.0 
1.0 	1.0 
2148.0 	193.0 
423.0 	86.0 
3190.0 	215.0 
1019.0 	123.0 
11.0 	5.0 
3.0 	3.0 
2.0 	2.0 
1.0 	1.0 
79.0 	23.0 
3.0 	2.0 
1.0 	1.0 
11.0 	7.0 
18.0 	12.0 
173.0 	39.0 
6893.0 	234.0 
89.0 	25.0 
149.0 	38.0 
8527.0 	370.0 
4.0 	3.0 
3.0 	3.0 
1.0 	1.0 
47.0 	16.0 
367.0 	92.0 
