Sistemas = 000005522
Spikes 	 Durations 
6552.0 	272.0 
15.0 	8.0 
11.0 	5.0 
19.0 	7.0 
9.0 	6.0 
12.0 	7.0 
6.0 	4.0 
359751250.0 	1000000.0 
148267786.0 	1000000.0 
151703168.0 	1000000.0 
1114.0 	104.0 
10.0 	4.0 
3.0 	3.0 
171.0 	46.0 
149743691.0 	1000000.0 
1.0 	1.0 
1.0 	1.0 
16714.0 	721.0 
309.0 	70.0 
1.0 	1.0 
149533055.0 	1000000.0 
1.0 	1.0 
1.0 	1.0 
37.0 	15.0 
52474.0 	988.0 
5.0 	5.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
147820329.0 	1000000.0 
335.0 	72.0 
3.0 	2.0 
7.0 	6.0 
1.0 	1.0 
2.0 	2.0 
4.0 	3.0 
1.0 	1.0 
1.0 	1.0 
12.0 	6.0 
1.0 	1.0 
148543993.0 	1000000.0 
1052.0 	80.0 
114.0 	34.0 
2.0 	2.0 
43.0 	17.0 
134117.0 	2978.0 
15.0 	6.0 
1.0 	1.0 
71052.0 	2939.0 
2.0 	2.0 
20.0 	9.0 
26.0 	9.0 
4722.0 	287.0 
20.0 	9.0 
6.0 	4.0 
1.0 	1.0 
6511.0 	601.0 
4.0 	4.0 
2.0 	2.0 
2027.0 	248.0 
1.0 	1.0 
861.0 	177.0 
16.0 	8.0 
1.0 	1.0 
91.0 	17.0 
19.0 	8.0 
1.0 	1.0 
1.0 	1.0 
7.0 	5.0 
224.0 	56.0 
6.0 	4.0 
6.0 	6.0 
4.0 	3.0 
1.0 	1.0 
6.0 	4.0 
4.0 	3.0 
3.0 	2.0 
230.0 	66.0 
1.0 	1.0 
163622409.0 	1000000.0 
22598.0 	553.0 
351948245.0 	1000000.0 
613.0 	67.0 
7.0 	5.0 
148703900.0 	1000000.0 
2.0 	2.0 
1.0 	1.0 
10.0 	6.0 
1.0 	1.0 
7.0 	4.0 
3.0 	3.0 
1.0 	1.0 
9.0 	6.0 
14.0 	7.0 
2564.0 	224.0 
357732530.0 	1000000.0 
2.0 	2.0 
1.0 	1.0 
6.0 	5.0 
6.0 	5.0 
1.0 	1.0 
3.0 	2.0 
4.0 	3.0 
1.0 	1.0 
270106381.0 	1000000.0 
1.0 	1.0 
1.0 	1.0 
81.0 	25.0 
3096.0 	255.0 
109.0 	33.0 
5.0 	5.0 
33.0 	12.0 
6.0 	5.0 
359207803.0 	1000000.0 
2.0 	2.0 
5.0 	3.0 
13277.0 	889.0 
6461.0 	349.0 
5.0 	4.0 
1.0 	1.0 
464288.0 	5486.0 
279.0 	54.0 
1.0 	1.0 
12.0 	7.0 
262.0 	51.0 
2.0 	2.0 
153064744.0 	1000000.0 
2.0 	2.0 
2.0 	2.0 
2.0 	2.0 
2.0 	2.0 
1.0 	1.0 
151364441.0 	1000000.0 
148246865.0 	1000000.0 
4442.0 	352.0 
1.0 	1.0 
2.0 	2.0 
3.0 	3.0 
117039.0 	1608.0 
10401.0 	661.0 
1.0 	1.0 
26.0 	14.0 
3.0 	2.0 
1.0 	1.0 
113888166.0 	773612.0 
1523.0 	131.0 
384663.0 	4965.0 
4.0 	4.0 
99.0 	32.0 
1.0 	1.0 
5.0 	4.0 
1321153.0 	14875.0 
504798.0 	9086.0 
5.0 	5.0 
33.0 	9.0 
193.0 	65.0 
1.0 	1.0 
91.0 	33.0 
1.0 	1.0 
269.0 	69.0 
15.0 	6.0 
91.0 	40.0 
1.0 	1.0 
149309101.0 	1000000.0 
22.0 	16.0 
3.0 	2.0 
1.0 	1.0 
619.0 	84.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
148052701.0 	1000000.0 
54.0 	14.0 
97.0 	23.0 
1.0 	1.0 
153903832.0 	1000000.0 
4.0 	3.0 
1.0 	1.0 
70.0 	23.0 
24.0 	13.0 
58.0 	16.0 
51.0 	16.0 
6.0 	4.0 
2754.0 	175.0 
15.0 	11.0 
1.0 	1.0 
622.0 	102.0 
4.0 	3.0 
11.0 	8.0 
1.0 	1.0 
1.0 	1.0 
50.0 	15.0 
2.0 	2.0 
42.0 	14.0 
438.0 	85.0 
26918.0 	526.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
23.0 	10.0 
6.0 	5.0 
4.0 	4.0 
1.0 	1.0 
360437367.0 	1000000.0 
2.0 	2.0 
5.0 	5.0 
3.0 	2.0 
7.0 	4.0 
2.0 	2.0 
135.0 	28.0 
1.0 	1.0 
1.0 	1.0 
260.0 	65.0 
2.0 	2.0 
3.0 	3.0 
3.0 	2.0 
1.0 	1.0 
8.0 	6.0 
7733.0 	312.0 
10.0 	7.0 
2.0 	2.0 
5.0 	4.0 
2.0 	2.0 
2.0 	2.0 
1.0 	1.0 
4299.0 	281.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
152469648.0 	1000000.0 
148690655.0 	1000000.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
287.0 	67.0 
1.0 	1.0 
19.0 	8.0 
8.0 	8.0 
1.0 	1.0 
37.0 	12.0 
4.0 	3.0 
7094.0 	412.0 
3.0 	3.0 
14.0 	6.0 
360157751.0 	1000000.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
10.0 	6.0 
4.0 	2.0 
1.0 	1.0 
18.0 	7.0 
1.0 	1.0 
18375.0 	1446.0 
1.0 	1.0 
8.0 	5.0 
28.0 	14.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
4171.0 	402.0 
2.0 	2.0 
14.0 	10.0 
14.0 	10.0 
65558.0 	1554.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
15.0 	12.0 
1.0 	1.0 
6.0 	5.0 
344.0 	47.0 
37.0 	10.0 
167.0 	39.0 
1.0 	1.0 
1.0 	1.0 
2698.0 	209.0 
59804.0 	1526.0 
1.0 	1.0 
1.0 	1.0 
69.0 	32.0 
13.0 	5.0 
80328.0 	2362.0 
3.0 	2.0 
2.0 	2.0 
320.0 	41.0 
788901.0 	10059.0 
1.0 	1.0 
4.0 	2.0 
1.0 	1.0 
14.0 	9.0 
162306.0 	3317.0 
359682817.0 	1000000.0 
2.0 	2.0 
7.0 	4.0 
1.0 	1.0 
148639193.0 	1000000.0 
79.0 	29.0 
244.0 	53.0 
275814150.0 	1000000.0 
2.0 	2.0 
3.0 	3.0 
1.0 	1.0 
834.0 	85.0 
2.0 	2.0 
5.0 	5.0 
1899.0 	221.0 
1.0 	1.0 
18.0 	7.0 
24.0 	14.0 
1.0 	1.0 
65.0 	23.0 
2.0 	2.0 
1.0 	1.0 
19.0 	8.0 
9.0 	3.0 
17.0 	9.0 
5.0 	4.0 
1.0 	1.0 
218.0 	41.0 
170686158.0 	1000000.0 
1.0 	1.0 
9.0 	6.0 
1.0 	1.0 
59.0 	22.0 
2351.0 	241.0 
148388952.0 	1000000.0 
11.0 	7.0 
1.0 	1.0 
68.0 	20.0 
1.0 	1.0 
6.0 	3.0 
14.0 	8.0 
6.0 	5.0 
13.0 	11.0 
15870.0 	723.0 
1.0 	1.0 
3.0 	3.0 
15457.0 	426.0 
53.0 	20.0 
16.0 	7.0 
1.0 	1.0 
2.0 	2.0 
3.0 	3.0 
4.0 	3.0 
55.0 	16.0 
1.0 	1.0 
7376.0 	198.0 
8.0 	5.0 
5.0 	3.0 
