Sistemas = 000020000
Spikes 	 Durations 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
14.0 	13.0 
10.0 	6.0 
1.0 	1.0 
5.0 	5.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
11.0 	11.0 
3.0 	3.0 
2.0 	2.0 
17.0 	9.0 
2.0 	2.0 
8.0 	6.0 
2.0 	2.0 
4.0 	3.0 
1.0 	1.0 
5.0 	2.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
7.0 	4.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
8.0 	8.0 
1.0 	1.0 
3.0 	3.0 
7.0 	6.0 
2.0 	2.0 
3.0 	2.0 
3.0 	3.0 
107.0 	35.0 
5.0 	4.0 
9.0 	7.0 
2.0 	2.0 
3.0 	3.0 
14.0 	7.0 
1.0 	1.0 
3.0 	2.0 
2.0 	2.0 
53.0 	18.0 
3.0 	3.0 
1.0 	1.0 
11.0 	7.0 
8.0 	6.0 
1.0 	1.0 
3.0 	3.0 
5.0 	5.0 
6.0 	4.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
6.0 	5.0 
16.0 	9.0 
1.0 	1.0 
12.0 	7.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
5.0 	4.0 
19.0 	11.0 
2.0 	2.0 
1.0 	1.0 
30.0 	16.0 
2.0 	2.0 
22.0 	11.0 
2.0 	2.0 
2.0 	2.0 
1.0 	1.0 
7.0 	6.0 
7.0 	7.0 
3.0 	3.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
5.0 	5.0 
3.0 	3.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
3.0 	3.0 
25.0 	16.0 
1.0 	1.0 
1.0 	1.0 
19.0 	9.0 
8.0 	6.0 
3.0 	3.0 
3.0 	3.0 
9.0 	9.0 
4.0 	4.0 
2.0 	2.0 
95.0 	32.0 
1.0 	1.0 
1.0 	1.0 
35.0 	14.0 
23.0 	14.0 
3.0 	2.0 
1.0 	1.0 
4.0 	4.0 
2.0 	2.0 
2.0 	2.0 
1.0 	1.0 
7.0 	5.0 
5.0 	5.0 
13.0 	11.0 
29.0 	19.0 
2.0 	2.0 
12.0 	12.0 
1.0 	1.0 
1.0 	1.0 
170.0 	52.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
6.0 	5.0 
1.0 	1.0 
6.0 	6.0 
4.0 	4.0 
1.0 	1.0 
57.0 	20.0 
1.0 	1.0 
95.0 	43.0 
14.0 	8.0 
46.0 	18.0 
4.0 	4.0 
1.0 	1.0 
1.0 	1.0 
9.0 	7.0 
1.0 	1.0 
3.0 	2.0 
150.0 	66.0 
1.0 	1.0 
50.0 	20.0 
11.0 	11.0 
3.0 	2.0 
11.0 	5.0 
2.0 	2.0 
22.0 	13.0 
4.0 	3.0 
22.0 	9.0 
4.0 	3.0 
21.0 	17.0 
3.0 	3.0 
1.0 	1.0 
5.0 	3.0 
8.0 	6.0 
3.0 	3.0 
1.0 	1.0 
4.0 	4.0 
1.0 	1.0 
24.0 	14.0 
2.0 	2.0 
1.0 	1.0 
3.0 	3.0 
17.0 	12.0 
3.0 	2.0 
3.0 	2.0 
1.0 	1.0 
1.0 	1.0 
10.0 	10.0 
1.0 	1.0 
1.0 	1.0 
5.0 	5.0 
3.0 	3.0 
2.0 	2.0 
3.0 	2.0 
1.0 	1.0 
