Sistemas = 000020000
Spikes 	 Durations 
4.0 	3.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
12.0 	9.0 
1.0 	1.0 
11.0 	11.0 
4.0 	2.0 
11825.0 	2326.0 
1.0 	1.0 
34.0 	27.0 
1.0 	1.0 
720.0 	250.0 
6.0 	4.0 
1.0 	1.0 
1.0 	1.0 
7.0 	7.0 
34.0 	17.0 
3.0 	3.0 
1.0 	1.0 
45.0 	45.0 
1.0 	1.0 
1.0 	1.0 
31.0 	13.0 
4.0 	4.0 
111.0 	35.0 
2.0 	2.0 
2.0 	2.0 
31.0 	23.0 
2.0 	2.0 
2.0 	2.0 
2124.0 	889.0 
1.0 	1.0 
5.0 	5.0 
7.0 	7.0 
35.0 	20.0 
2.0 	2.0 
32.0 	32.0 
2.0 	2.0 
49.0 	40.0 
7.0 	4.0 
2.0 	2.0 
4.0 	4.0 
3.0 	2.0 
41.0 	22.0 
263.0 	147.0 
2.0 	2.0 
43.0 	32.0 
20.0 	14.0 
1.0 	1.0 
2.0 	2.0 
7.0 	5.0 
514.0 	92.0 
3.0 	3.0 
1.0 	1.0 
2.0 	2.0 
20.0 	20.0 
10331.0 	1661.0 
937.0 	287.0 
4.0 	3.0 
3.0 	3.0 
2.0 	2.0 
5.0 	5.0 
18.0 	9.0 
12.0 	9.0 
108.0 	45.0 
1.0 	1.0 
10.0 	8.0 
272.0 	90.0 
24.0 	24.0 
75.0 	33.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
6.0 	6.0 
268.0 	154.0 
39.0 	16.0 
7.0 	6.0 
40.0 	16.0 
8.0 	6.0 
1.0 	1.0 
9.0 	7.0 
1.0 	1.0 
2.0 	2.0 
15.0 	11.0 
1.0 	1.0 
761.0 	316.0 
1.0 	1.0 
53.0 	16.0 
1.0 	1.0 
1.0 	1.0 
30.0 	20.0 
1.0 	1.0 
128.0 	41.0 
479.0 	255.0 
1.0 	1.0 
44168.0 	4421.0 
3.0 	3.0 
1.0 	1.0 
7.0 	6.0 
37.0 	19.0 
19.0 	19.0 
32243.0 	6978.0 
1.0 	1.0 
1.0 	1.0 
13835.0 	2361.0 
28.0 	28.0 
61.0 	42.0 
1.0 	1.0 
15.0 	8.0 
3.0 	2.0 
44.0 	30.0 
2.0 	2.0 
4.0 	4.0 
31.0 	16.0 
44.0 	32.0 
2.0 	2.0 
2.0 	2.0 
5.0 	5.0 
3.0 	3.0 
471.0 	105.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
325.0 	89.0 
3564.0 	1506.0 
34788.0 	4341.0 
3.0 	3.0 
3.0 	2.0 
1.0 	1.0 
1.0 	1.0 
3843.0 	1013.0 
22.0 	16.0 
3.0 	3.0 
24.0 	11.0 
3.0 	3.0 
36.0 	16.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
543.0 	283.0 
7.0 	5.0 
85.0 	24.0 
1.0 	1.0 
60.0 	26.0 
2.0 	2.0 
22.0 	22.0 
421.0 	82.0 
23.0 	16.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
12.0 	10.0 
1.0 	1.0 
4.0 	4.0 
11.0 	8.0 
12.0 	12.0 
9.0 	7.0 
2.0 	2.0 
1.0 	1.0 
53.0 	16.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
19.0 	14.0 
1299.0 	405.0 
40.0 	25.0 
1.0 	1.0 
2.0 	2.0 
708.0 	156.0 
12.0 	7.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
91.0 	40.0 
30.0 	20.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
4.0 	4.0 
4.0 	3.0 
61.0 	27.0 
30.0 	25.0 
65.0 	26.0 
1.0 	1.0 
2.0 	2.0 
2.0 	2.0 
10.0 	7.0 
1.0 	1.0 
1942.0 	828.0 
2.0 	2.0 
2.0 	2.0 
38.0 	27.0 
1.0 	1.0 
1.0 	1.0 
221.0 	48.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
129.0 	36.0 
6.0 	6.0 
75.0 	24.0 
13.0 	13.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
118.0 	65.0 
11.0 	11.0 
1.0 	1.0 
2.0 	2.0 
6.0 	4.0 
5.0 	3.0 
3.0 	3.0 
61866.0 	15153.0 
