Sistemas = 000020000
Spikes 	 Durations 
11.0 	6.0 
1.0 	1.0 
1.0 	1.0 
61.0 	18.0 
1.0 	1.0 
4.0 	4.0 
485.0 	110.0 
8.0 	5.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
4.0 	4.0 
2.0 	2.0 
20.0 	15.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
20.0 	15.0 
7.0 	7.0 
5.0 	5.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
1.0 	1.0 
37.0 	15.0 
36.0 	20.0 
1.0 	1.0 
1.0 	1.0 
33.0 	17.0 
14.0 	8.0 
3.0 	3.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
446.0 	102.0 
1.0 	1.0 
1.0 	1.0 
5.0 	3.0 
69.0 	38.0 
2.0 	2.0 
14.0 	10.0 
1.0 	1.0 
5.0 	5.0 
459.0 	209.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
90.0 	37.0 
2.0 	2.0 
3.0 	3.0 
6.0 	5.0 
95.0 	24.0 
1.0 	1.0 
1.0 	1.0 
26.0 	26.0 
55.0 	18.0 
11.0 	10.0 
16.0 	7.0 
4.0 	4.0 
10.0 	10.0 
141.0 	26.0 
3.0 	3.0 
1.0 	1.0 
60.0 	27.0 
1.0 	1.0 
23.0 	14.0 
6.0 	6.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
3.0 	2.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
14.0 	14.0 
35.0 	13.0 
1.0 	1.0 
3.0 	2.0 
1.0 	1.0 
1.0 	1.0 
31.0 	18.0 
33.0 	28.0 
1.0 	1.0 
5.0 	3.0 
3.0 	2.0 
