Sistemas = 000020000
Spikes 	 Durations 
1.0 	1.0 
4.0 	4.0 
12.0 	9.0 
10.0 	7.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
9.0 	6.0 
3.0 	2.0 
11.0 	6.0 
21.0 	9.0 
15.0 	6.0 
2.0 	2.0 
1.0 	1.0 
10.0 	7.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
9.0 	7.0 
2.0 	2.0 
12.0 	9.0 
1.0 	1.0 
22.0 	10.0 
1.0 	1.0 
30.0 	13.0 
1.0 	1.0 
17.0 	11.0 
2.0 	2.0 
12.0 	10.0 
7.0 	7.0 
7.0 	6.0 
1907.0 	321.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
1.0 	1.0 
2.0 	2.0 
31.0 	16.0 
1.0 	1.0 
7.0 	5.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
5.0 	5.0 
31.0 	12.0 
2.0 	2.0 
2.0 	2.0 
3.0 	3.0 
4.0 	4.0 
14.0 	7.0 
2.0 	2.0 
67.0 	32.0 
2.0 	2.0 
3.0 	2.0 
19.0 	7.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
5.0 	4.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
3.0 	3.0 
7.0 	4.0 
1.0 	1.0 
13.0 	7.0 
5.0 	4.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
48.0 	28.0 
3.0 	3.0 
3.0 	2.0 
51.0 	30.0 
49.0 	19.0 
1.0 	1.0 
2.0 	2.0 
7.0 	7.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
28.0 	19.0 
1.0 	1.0 
27.0 	12.0 
1.0 	1.0 
1.0 	1.0 
34.0 	28.0 
2.0 	2.0 
2.0 	2.0 
4.0 	3.0 
1.0 	1.0 
35.0 	16.0 
3.0 	3.0 
5.0 	4.0 
134.0 	77.0 
3.0 	3.0 
7.0 	7.0 
211.0 	63.0 
7.0 	4.0 
1.0 	1.0 
83.0 	52.0 
12.0 	12.0 
41.0 	17.0 
1.0 	1.0 
5.0 	4.0 
28.0 	20.0 
9.0 	9.0 
2.0 	2.0 
2.0 	2.0 
15.0 	9.0 
4.0 	4.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
27.0 	15.0 
1.0 	1.0 
4.0 	4.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
11.0 	11.0 
1.0 	1.0 
94.0 	32.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
1.0 	1.0 
23.0 	17.0 
2.0 	2.0 
1.0 	1.0 
4.0 	3.0 
5.0 	4.0 
3.0 	3.0 
