Sistemas = 000060000
Spikes 	 Durations 
42.0 	16.0 
26.0 	12.0 
11.0 	6.0 
80.0 	36.0 
1.0 	1.0 
2.0 	2.0 
479.0 	48.0 
750.0 	77.0 
10.0 	6.0 
1.0 	1.0 
13.0 	7.0 
9716.0 	401.0 
3.0 	3.0 
11.0 	9.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
4933.0 	218.0 
7.0 	6.0 
5.0 	4.0 
10.0 	6.0 
27846.0 	705.0 
9.0 	5.0 
197462.0 	4255.0 
48.0 	16.0 
1.0 	1.0 
484.0 	63.0 
44.0 	14.0 
13.0 	7.0 
25.0 	17.0 
3.0 	3.0 
20.0 	10.0 
679.0 	86.0 
4.0 	4.0 
5.0 	4.0 
1.0 	1.0 
1.0 	1.0 
49.0 	17.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
120.0 	40.0 
6.0 	4.0 
293.0 	49.0 
15.0 	7.0 
9.0 	6.0 
257.0 	50.0 
171.0 	44.0 
4.0 	3.0 
70.0 	25.0 
2.0 	2.0 
31.0 	13.0 
551.0 	82.0 
22093.0 	1099.0 
1.0 	1.0 
40.0 	20.0 
3.0 	3.0 
3.0 	3.0 
722.0 	53.0 
13.0 	8.0 
12132.0 	790.0 
27.0 	10.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2529.0 	156.0 
56.0 	21.0 
1.0 	1.0 
2.0 	2.0 
111.0 	23.0 
1.0 	1.0 
11.0 	7.0 
3.0 	2.0 
1.0 	1.0 
129.0 	38.0 
1.0 	1.0 
4.0 	4.0 
8.0 	5.0 
1.0 	1.0 
2.0 	2.0 
3.0 	2.0 
18.0 	8.0 
4.0 	3.0 
1.0 	1.0 
8.0 	4.0 
2.0 	2.0 
6054.0 	465.0 
1.0 	1.0 
406.0 	67.0 
1.0 	1.0 
1.0 	1.0 
415.0 	45.0 
21.0 	11.0 
3.0 	3.0 
1.0 	1.0 
2.0 	2.0 
2.0 	2.0 
3.0 	3.0 
