Sistemas = 000060000
Spikes 	 Durations 
2.0 	2.0 
1.0 	1.0 
3260907.0 	74750.0 
2323.0 	253.0 
50.0 	16.0 
4.0 	3.0 
99.0 	26.0 
852.0 	114.0 
226.0 	60.0 
1.0 	1.0 
1696.0 	201.0 
23549.0 	948.0 
1.0 	1.0 
293154.0 	9565.0 
3.0 	3.0 
48.0 	21.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1723.0 	163.0 
1.0 	1.0 
178580.0 	4456.0 
4.0 	4.0 
1.0 	1.0 
1.0 	1.0 
45.0 	18.0 
118871.0 	3690.0 
170.0 	40.0 
152.0 	47.0 
427.0 	67.0 
1442.0 	159.0 
1.0 	1.0 
4459.0 	518.0 
215.0 	68.0 
1.0 	1.0 
1.0 	1.0 
27.0 	16.0 
68.0 	21.0 
7.0 	5.0 
35605.0 	1182.0 
4027.0 	400.0 
22.0 	9.0 
1240851.0 	29426.0 
6.0 	5.0 
1.0 	1.0 
8.0 	5.0 
3.0 	3.0 
5.0 	4.0 
118960.0 	3250.0 
2164.0 	139.0 
2.0 	2.0 
1.0 	1.0 
8912267.0 	212475.0 
8.0 	4.0 
1.0 	1.0 
80.0 	31.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
367.0 	84.0 
1.0 	1.0 
247.0 	66.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1380.0 	171.0 
377.0 	57.0 
1.0 	1.0 
6.0 	4.0 
8.0 	7.0 
768.0 	94.0 
303.0 	45.0 
15.0 	6.0 
8.0 	4.0 
1.0 	1.0 
1.0 	1.0 
60.0 	16.0 
1.0 	1.0 
1.0 	1.0 
4114.0 	278.0 
1.0 	1.0 
1.0 	1.0 
31.0 	15.0 
1.0 	1.0 
29.0 	16.0 
1.0 	1.0 
1693284.0 	38895.0 
1478419.0 	43800.0 
6.0 	4.0 
3.0 	3.0 
1.0 	1.0 
36.0 	14.0 
3828.0 	389.0 
2304662.0 	53976.0 
2783.0 	297.0 
20.0 	11.0 
102865.0 	3661.0 
79.0 	34.0 
158.0 	34.0 
2.0 	2.0 
1.0 	1.0 
12.0 	7.0 
17.0 	11.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
5.0 	3.0 
1582755.0 	38722.0 
15.0 	10.0 
1.0 	1.0 
1.0 	1.0 
319.0 	58.0 
1363.0 	185.0 
1.0 	1.0 
11.0 	6.0 
5.0 	5.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
1.0 	1.0 
3.0 	2.0 
49.0 	17.0 
3.0 	2.0 
14.0 	6.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
6.0 	5.0 
1.0 	1.0 
1.0 	1.0 
274.0 	49.0 
2271.0 	223.0 
1.0 	1.0 
672165.0 	14488.0 
7.0 	6.0 
1.0 	1.0 
527.0 	84.0 
9.0 	6.0 
2.0 	2.0 
1.0 	1.0 
171.0 	29.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
47.0 	14.0 
145441.0 	5166.0 
2.0 	2.0 
344.0 	48.0 
286291.0 	10137.0 
9.0 	6.0 
1.0 	1.0 
774289.0 	19475.0 
1.0 	1.0 
2.0 	2.0 
10.0 	6.0 
3.0 	3.0 
1.0 	1.0 
127201.0 	4684.0 
1.0 	1.0 
1.0 	1.0 
7.0 	6.0 
8.0 	8.0 
1.0 	1.0 
74.0 	33.0 
22.0 	8.0 
4.0 	3.0 
193.0 	38.0 
3.0 	3.0 
1.0 	1.0 
12.0 	7.0 
5.0 	5.0 
3.0 	2.0 
1.0 	1.0 
771.0 	141.0 
1.0 	1.0 
4.0 	3.0 
6482.0 	451.0 
3.0 	3.0 
823616.0 	19113.0 
362330.0 	12699.0 
1058.0 	133.0 
79.0 	19.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
268134.0 	7941.0 
1.0 	1.0 
1.0 	1.0 
1901357.0 	56353.0 
9.0 	6.0 
250.0 	34.0 
3243.0 	322.0 
1.0 	1.0 
32.0 	11.0 
1.0 	1.0 
34.0 	13.0 
2.0 	2.0 
461.0 	70.0 
6.0 	4.0 
854.0 	134.0 
1.0 	1.0 
959.0 	106.0 
15.0 	7.0 
1.0 	1.0 
6.0 	5.0 
32.0 	15.0 
1163399.0 	33817.0 
4.0 	3.0 
1.0 	1.0 
6297692.0 	144476.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
2.0 	2.0 
7.0 	6.0 
1.0 	1.0 
46394.0 	1451.0 
1.0 	1.0 
2.0 	2.0 
2179.0 	147.0 
73.0 	19.0 
3.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
50.0 	20.0 
19.0 	9.0 
3.0 	3.0 
1.0 	1.0 
15.0 	12.0 
3.0 	3.0 
9.0 	6.0 
399303.0 	9630.0 
1171.0 	131.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
15.0 	9.0 
3419.0 	417.0 
31.0 	11.0 
64.0 	20.0 
67.0 	27.0 
1.0 	1.0 
30.0 	12.0 
1.0 	1.0 
1.0 	1.0 
3215479.0 	85413.0 
1.0 	1.0 
1590.0 	134.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
2525333.0 	57231.0 
2429662.0 	57571.0 
18.0 	10.0 
4074.0 	311.0 
5199818.0 	125419.0 
2929232.0 	85822.0 
12.0 	8.0 
1.0 	1.0 
60.0 	24.0 
1.0 	1.0 
1589555.0 	35753.0 
4.0 	4.0 
4830.0 	514.0 
1256967.0 	36779.0 
5.0 	5.0 
3.0 	3.0 
71.0 	22.0 
1.0 	1.0 
535.0 	61.0 
21.0 	10.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
18.0 	8.0 
325.0 	51.0 
25.0 	16.0 
706.0 	104.0 
2691.0 	322.0 
2000192.0 	48466.0 
1.0 	1.0 
2.0 	2.0 
2.0 	2.0 
1.0 	1.0 
36.0 	16.0 
1.0 	1.0 
8.0 	5.0 
1712.0 	244.0 
909676.0 	23434.0 
1.0 	1.0 
3265007.0 	78873.0 
24.0 	10.0 
2.0 	2.0 
2.0 	2.0 
1126.0 	128.0 
2.0 	2.0 
48085.0 	1588.0 
2.0 	2.0 
2480.0 	270.0 
10008.0 	694.0 
1.0 	1.0 
39.0 	15.0 
3.0 	3.0 
36.0 	11.0 
2.0 	2.0 
70.0 	19.0 
1.0 	1.0 
1031489.0 	26717.0 
6.0 	4.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
4.0 	4.0 
4.0 	4.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
144484.0 	3996.0 
2.0 	2.0 
3.0 	3.0 
1849522.0 	40542.0 
1.0 	1.0 
261.0 	53.0 
1.0 	1.0 
3.0 	3.0 
2680.0 	182.0 
1667.0 	202.0 
1.0 	1.0 
43.0 	18.0 
1.0 	1.0 
255.0 	37.0 
4.0 	4.0 
15.0 	10.0 
1019103.0 	23634.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
36.0 	17.0 
67.0 	23.0 
2.0 	2.0 
1.0 	1.0 
2.0 	2.0 
78.0 	22.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
41.0 	25.0 
6.0 	5.0 
1.0 	1.0 
1.0 	1.0 
44.0 	14.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
13.0 	10.0 
1.0 	1.0 
8.0 	8.0 
5.0 	5.0 
1881.0 	235.0 
11.0 	4.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
21.0 	8.0 
2446.0 	235.0 
7.0 	5.0 
183866.0 	7749.0 
1.0 	1.0 
14.0 	6.0 
9.0 	5.0 
1085.0 	140.0 
5.0 	4.0 
35.0 	12.0 
1.0 	1.0 
2.0 	2.0 
21.0 	13.0 
62.0 	29.0 
609.0 	105.0 
4.0 	4.0 
433.0 	55.0 
139.0 	40.0 
4.0 	4.0 
6.0 	4.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
15.0 	9.0 
3.0 	3.0 
38.0 	13.0 
3.0 	2.0 
797996.0 	22001.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
1.0 	1.0 
1.0 	1.0 
331.0 	71.0 
4.0 	3.0 
2980529.0 	70268.0 
1.0 	1.0 
8.0 	6.0 
1516472.0 	36962.0 
1.0 	1.0 
1.0 	1.0 
2466.0 	229.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
2.0 	2.0 
4.0 	3.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1997.0 	232.0 
5.0 	5.0 
29.0 	14.0 
2.0 	2.0 
2008.0 	247.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
4.0 	3.0 
23.0 	11.0 
1.0 	1.0 
1.0 	1.0 
713.0 	100.0 
1.0 	1.0 
1.0 	1.0 
154.0 	35.0 
2.0 	2.0 
1.0 	1.0 
51117.0 	1873.0 
1.0 	1.0 
101.0 	32.0 
1.0 	1.0 
1.0 	1.0 
4.0 	3.0 
1204627.0 	35417.0 
3.0 	3.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
4.0 	3.0 
2.0 	2.0 
93.0 	30.0 
4.0 	3.0 
4.0 	4.0 
24.0 	10.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
4.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
302.0 	38.0 
19.0 	10.0 
11.0 	7.0 
7.0 	4.0 
3.0 	3.0 
6.0 	4.0 
29.0 	14.0 
110.0 	28.0 
8.0 	7.0 
1.0 	1.0 
1.0 	1.0 
727728.0 	19439.0 
1.0 	1.0 
46.0 	26.0 
4.0 	4.0 
19.0 	12.0 
44.0 	15.0 
2.0 	2.0 
42590.0 	1765.0 
6792.0 	348.0 
1.0 	1.0 
60.0 	18.0 
20.0 	9.0 
1.0 	1.0 
6.0 	6.0 
785861.0 	22389.0 
2.0 	2.0 
6420.0 	389.0 
4621113.0 	109498.0 
1.0 	1.0 
727465.0 	18673.0 
2.0 	2.0 
2.0 	2.0 
693.0 	88.0 
3055.0 	299.0 
166867.0 	5910.0 
920.0 	137.0 
2093766.0 	49381.0 
24.0 	10.0 
838220.0 	19459.0 
1.0 	1.0 
611164.0 	19098.0 
320.0 	53.0 
3.0 	2.0 
1.0 	1.0 
6.0 	5.0 
2.0 	2.0 
1354828.0 	30863.0 
7.0 	6.0 
2.0 	2.0 
25.0 	9.0 
1.0 	1.0 
7.0 	6.0 
3.0 	3.0 
26.0 	11.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1344223.0 	43380.0 
1.0 	1.0 
3.0 	3.0 
90698.0 	3292.0 
1.0 	1.0 
1931602.0 	45938.0 
1.0 	1.0 
2742.0 	320.0 
5.0 	4.0 
1.0 	1.0 
1358.0 	135.0 
4.0 	4.0 
1.0 	1.0 
65.0 	22.0 
1.0 	1.0 
136066.0 	5073.0 
2094.0 	238.0 
1.0 	1.0 
1.0 	1.0 
9200.0 	567.0 
6.0 	4.0 
1.0 	1.0 
7.0 	7.0 
132.0 	49.0 
3.0 	2.0 
13434.0 	540.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
106.0 	30.0 
2.0 	2.0 
13.0 	9.0 
2.0 	2.0 
5974114.0 	144082.0 
454062.0 	12191.0 
26.0 	13.0 
1.0 	1.0 
434.0 	79.0 
6.0 	5.0 
6.0 	6.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
69670.0 	2762.0 
2082.0 	265.0 
1.0 	1.0 
1.0 	1.0 
16.0 	8.0 
6.0 	5.0 
2.0 	2.0 
35.0 	15.0 
4.0 	3.0 
2.0 	2.0 
141.0 	31.0 
1.0 	1.0 
9.0 	8.0 
1.0 	1.0 
696295.0 	24230.0 
5.0 	4.0 
15.0 	9.0 
2.0 	2.0 
5318885.0 	126259.0 
11.0 	5.0 
2.0 	2.0 
5.0 	4.0 
2.0 	2.0 
8.0 	6.0 
44.0 	17.0 
145215.0 	3468.0 
3407102.0 	100206.0 
304.0 	52.0 
1.0 	1.0 
1.0 	1.0 
7.0 	4.0 
576735.0 	13346.0 
3.0 	3.0 
1327953.0 	30735.0 
3.0 	2.0 
208.0 	46.0 
10.0 	8.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2368.0 	307.0 
113.0 	25.0 
63.0 	21.0 
1.0 	1.0 
3036809.0 	71363.0 
543.0 	58.0 
46.0 	23.0 
1.0 	1.0 
4499879.0 	131789.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
3.0 	2.0 
1.0 	1.0 
1019.0 	158.0 
14.0 	8.0 
1.0 	1.0 
1323233.0 	32330.0 
1.0 	1.0 
6.0 	4.0 
3.0 	3.0 
1.0 	1.0 
1.0 	1.0 
17.0 	9.0 
1228.0 	99.0 
1.0 	1.0 
1.0 	1.0 
3.0 	3.0 
11.0 	7.0 
2436.0 	221.0 
2.0 	2.0 
1.0 	1.0 
67.0 	28.0 
7.0 	4.0 
44.0 	22.0 
10.0 	6.0 
1.0 	1.0 
2.0 	2.0 
4.0 	3.0 
1.0 	1.0 
1.0 	1.0 
308103.0 	10683.0 
11.0 	7.0 
108.0 	20.0 
1.0 	1.0 
2.0 	2.0 
21.0 	14.0 
1.0 	1.0 
2.0 	2.0 
289.0 	43.0 
1.0 	1.0 
352.0 	78.0 
2.0 	2.0 
6957.0 	319.0 
4.0 	3.0 
19.0 	8.0 
609.0 	66.0 
83.0 	25.0 
2.0 	2.0 
1.0 	1.0 
34.0 	12.0 
5.0 	4.0 
1868.0 	215.0 
9.0 	7.0 
1.0 	1.0 
630.0 	125.0 
66.0 	22.0 
2.0 	2.0 
1.0 	1.0 
471.0 	83.0 
30.0 	10.0 
1.0 	1.0 
76.0 	29.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
212.0 	41.0 
1.0 	1.0 
6.0 	6.0 
25.0 	9.0 
1.0 	1.0 
19.0 	9.0 
1.0 	1.0 
4.0 	4.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
1806507.0 	42096.0 
1.0 	1.0 
18.0 	8.0 
1.0 	1.0 
3.0 	3.0 
4.0 	3.0 
1.0 	1.0 
678.0 	116.0 
1.0 	1.0 
4.0 	4.0 
11.0 	9.0 
3.0 	3.0 
2.0 	2.0 
11.0 	7.0 
13.0 	8.0 
1.0 	1.0 
15.0 	6.0 
1.0 	1.0 
1.0 	1.0 
4118675.0 	95666.0 
5532673.0 	131093.0 
6.0 	5.0 
269.0 	46.0 
1.0 	1.0 
22.0 	12.0 
1.0 	1.0 
1.0 	1.0 
20.0 	12.0 
4.0 	3.0 
490.0 	95.0 
5.0 	4.0 
1.0 	1.0 
1.0 	1.0 
178.0 	65.0 
1.0 	1.0 
2180674.0 	50100.0 
775401.0 	23579.0 
9.0 	6.0 
50.0 	26.0 
317.0 	55.0 
5.0 	4.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
2763.0 	252.0 
2.0 	2.0 
8.0 	6.0 
1738645.0 	42257.0 
1.0 	1.0 
150.0 	56.0 
14.0 	8.0 
650.0 	85.0 
4.0 	3.0 
75.0 	26.0 
1.0 	1.0 
1.0 	1.0 
17.0 	11.0 
79457.0 	2818.0 
344.0 	64.0 
1.0 	1.0 
17.0 	10.0 
1.0 	1.0 
249.0 	84.0 
1.0 	1.0 
2.0 	2.0 
3.0 	3.0 
1.0 	1.0 
3.0 	3.0 
1849.0 	215.0 
6.0 	4.0 
1.0 	1.0 
1.0 	1.0 
13.0 	7.0 
3142444.0 	71786.0 
3.0 	3.0 
2.0 	2.0 
1.0 	1.0 
14.0 	12.0 
111.0 	32.0 
21.0 	9.0 
11.0 	8.0 
1.0 	1.0 
1.0 	1.0 
6.0 	4.0 
162.0 	42.0 
2653689.0 	61891.0 
2.0 	2.0 
458.0 	88.0 
1.0 	1.0 
15.0 	8.0 
36.0 	15.0 
23.0 	11.0 
1.0 	1.0 
10.0 	7.0 
2.0 	2.0 
1.0 	1.0 
66539.0 	1986.0 
13.0 	9.0 
669.0 	79.0 
1.0 	1.0 
1.0 	1.0 
200.0 	37.0 
1.0 	1.0 
1.0 	1.0 
102082.0 	3644.0 
67.0 	33.0 
1.0 	1.0 
30.0 	13.0 
373028.0 	13046.0 
1.0 	1.0 
4.0 	3.0 
1849871.0 	56626.0 
1.0 	1.0 
1.0 	1.0 
11.0 	6.0 
8.0 	5.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
3705.0 	342.0 
32.0 	16.0 
1008.0 	116.0 
30.0 	10.0 
2.0 	2.0 
6.0 	4.0 
16.0 	8.0 
5.0 	4.0 
9.0 	3.0 
2844708.0 	66604.0 
4.0 	3.0 
1.0 	1.0 
4.0 	4.0 
1.0 	1.0 
2198301.0 	63112.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
105.0 	30.0 
16.0 	9.0 
1.0 	1.0 
646239.0 	15946.0 
1.0 	1.0 
3335610.0 	78351.0 
18831.0 	1253.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
277936.0 	9587.0 
34.0 	9.0 
32.0 	15.0 
1.0 	1.0 
2.0 	2.0 
2.0 	2.0 
12.0 	7.0 
3088.0 	207.0 
1.0 	1.0 
3901490.0 	108108.0 
5.0 	5.0 
8.0 	5.0 
4.0 	3.0 
1.0 	1.0 
3927407.0 	109529.0 
16.0 	7.0 
4.0 	4.0 
526.0 	74.0 
6.0 	5.0 
1.0 	1.0 
1.0 	1.0 
296.0 	43.0 
33.0 	11.0 
1.0 	1.0 
1087.0 	114.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
16.0 	10.0 
610.0 	63.0 
8.0 	5.0 
7.0 	6.0 
1.0 	1.0 
1129.0 	255.0 
2.0 	2.0 
2.0 	2.0 
72.0 	26.0 
1.0 	1.0 
1.0 	1.0 
2383404.0 	70322.0 
1.0 	1.0 
146.0 	50.0 
70.0 	27.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1853.0 	210.0 
11.0 	7.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
51.0 	20.0 
1.0 	1.0 
581130.0 	20562.0 
128.0 	33.0 
1.0 	1.0 
1.0 	1.0 
1.0 	1.0 
2324.0 	232.0 
1.0 	1.0 
252.0 	70.0 
1.0 	1.0 
1.0 	1.0 
2.0 	2.0 
299191.0 	9128.0 
1544072.0 	38694.0 
7139.0 	556.0 
279.0 	60.0 
14.0 	9.0 
13.0 	7.0 
2.0 	2.0 
1219232.0 	30504.0 
185.0 	55.0 
1.0 	1.0 
1.0 	1.0 
1005408.0 	24348.0 
4.0 	4.0 
3988.0 	464.0 
1707.0 	217.0 
14.0 	9.0 
2.0 	2.0 
2.0 	2.0 
9.0 	6.0 
1.0 	1.0 
257816.0 	9080.0 
1.0 	1.0 
5.0 	3.0 
5.0 	5.0 
257.0 	42.0 
1.0 	1.0 
1.0 	1.0 
